Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2026-08-21 14:57:26.104,0 days 00:41:03.719000,,1076.8550000000002,0 days 00:00:00,10881.95499776,302.5875008,7,100.0,False,0,interpolation,0.40665406853455954,9.530681716958699e-05,OnTrack,514.4441279575448,3792.9599991549676,536.9993442298287
2026-08-21 14:57:26.217,0 days 00:41:03.832000,,1076.8550000000002,0 days 00:00:00.113000,10878.0,304.0,8,100.0,False,0,car,9.940833333333323,0.002329816072977073,OnTrack,541.444389250391,3859.4360747256474,536.9986492881832
2026-08-21 14:57:26.328,0 days 00:41:03.943000,,1076.8550000000002,0 days 00:00:00.224000,10904.3625152,304.0,8,100.0,False,0,pos,19.303755866355672,0.004524188182036479,OnTrack,578.0,3949.0,537.0
2026-08-21 14:57:26.377,0 days 00:41:03.992000,27,1076.8550000000002,0 days 00:00:00.273000,10916.0,304.0,8,100.0,False,0,car,23.451944444444436,0.005496392030436625,OnTrack,597.2993774820632,3996.18474000643,537.0012365374971
2026-08-21 14:57:26.628,0 days 00:41:04.243000,27,1074.4844438400003,0 days 00:00:00.524000,10984.2406424,307.1375008,8,100.0,False,0,pos,44.90999394173637,0.010525478318996778,OnTrack,707.0,4264.0,537.0
2026-08-21 14:57:26.697,0 days 00:41:04.312000,27,1073.8327777777781,0 days 00:00:00.593000,11003.0,308.0,8,100.0,False,0,car,50.82972222222221,0.01191287489160466,OnTrack,729.3297914733419,4318.605573031798,536.9897091563512
2026-08-21 14:57:27.028,0 days 00:41:04.643000,27,1071.4422217600002,0 days 00:00:00.924000,11048.5125088,308.82750016,8,100.0,False,0,pos,79.23032002689445,0.018569074329694974,OnTrack,804.0,4502.0,537.0
2026-08-21 14:57:27.097,0 days 00:41:04.712000,27,1070.943888888889,0 days 00:00:00.993000,11058.0,309.0,8,100.0,False,0,car,85.16305555555554,0.0199595193887675,OnTrack,824.2048527689248,4551.63824227943,537.0653906194074
2026-08-21 14:57:27.257,0 days 00:41:04.872000,27,1069.8772222222224,0 days 00:00:01.153000,11076.0,310.0,8,100.0,False,0,car,98.94083333333333,0.023188593555913756,OnTrack,878.170742060339,4683.967558157078,537.1421415936699
2026-08-21 14:57:27.307,0 days 00:41:04.922000,27,1069.5577769600002,0 days 00:00:01.203000,11041.9374128,310.0,8,100.0,False,0,pos,103.24814286574802,0.024198090309697693,OnTrack,895.0,4725.0,537.0
2026-08-21 14:57:27.417,0 days 00:41:05.032000,27,1068.8550000000002,0 days 00:00:01.313000,10967.0,310.0,8,100.0,False,0,car,112.7186111111111,0.026417667723060007,OnTrack,931.1764689952323,4812.744490286186,536.3670158151258
2026-08-21 14:57:27.487,0 days 00:41:05.102000,27,1068.4466659200002,0 days 00:00:01.383000,10988.0000384,309.64999936,8,100.0,False,0,pos,118.73386091598007,0.02782745151164473,OnTrack,954.0,4868.0,536.0
